연도,수집구간,제목,내용,날짜,링크
2021,2021.01.01. ~ 2021.12.31.,질문장애인스포츠지도사 2급,휠체어 타는 장애인도 장애인 스포츠지도사 2급 자격증 취득할 수 있나요?종목은 조정이요.,작성일2021.10.30,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6100102&docId=403901055&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문휠체어 타는 장애인입니다....,휠체어 타는 장애인입니다. 장애인 운동선수로 먹고살기 힝든가요?,작성일2021.10.28,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6100102&docId=403771229&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문스타렉스휠체어슬로프장착된 중고차,제가 지체장애1급이데요 스타렉스휠체어슬르프장착된중고차를 구입하고싶은데요 구입방법을 장기리스낮렌트로 하고 싶은데 이런조건을아시는분 글좀 올려주시면 고맙겠읍니다,작성일2021.10.28,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=8110104&docId=403759265&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문아침마다 이상한 노인분 보거든요??,아침시간에 제가 어디를 갈려면 버스를 타거든요 ;; 뭐 제가 자가용이 없어서 그래서 집근처에 버스정류장이 있거든요?? 예전부터 관심받고 싶어서 자꾸 목발집고 자꾸 관심좀 달라고 하시는 어르신이 계세요..;; 그런데 그렇게 아파보이지는 않거든요..;; 제가 왜 아냐면 제가 한번 예전에 요양병원에서 알바해봤었거든요.. 대학병원에서 의료비 결제할때 제가 모셨던 어르신 주민등록증을 봤어요 볼수밖에 없어요..;; 그분 주민등록증에 정부에서 준 장애등급이 있었어요.. 게다가 그 어르신 휠체어타시고 그러거든요.. 제가 알바했을때 거동도 불평하셔서 휠체어 밀어서 제가 알바했을땐 이 어르신이 거짓말은 못하는게 엑스레이 사진찍었거든요?? 사진을 보니깐 확실히 정상적인 뼈하고 많이 다르더라고여 .. 이런 정상적인 어르신은 대학병원 가셔서 의사분 만나고 정상적인 처방을 받는 방면.. 관심받고 싶어하는 이 목발 집으신 이 어르신은 정신연령이 5살 애기같아보여요.. 저한테 엄마 아빠 이러는것같고..;; 제가 무슨 이 어르신 보호자도 아니고.. 가족도 아닌데.. 게다가 자꾸만 관심좀 달라고 싶어하고 싶으신데.. 왜 이러는걸까요..?? 요양병원에서 치료 받고 있는 어르신들은 진짜로 아프셔서 대학병원 의사분이랑 애기하고 처방을 받는데.. 참.,작성일2021.10.23,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6100103&docId=403358371&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문내장산 갑니다~~^^,내장산 단풍보여드리려 엄마 모시고 다녀올까합니다.. 여행은 처음이라 인터넷 찾아보다가 걍 지식인 여러분께 문의드리는게 낫겠다 싶어서요^^; 내장산이 전라도라 맛집도 다녀올까합니다... 연로하신 어른 모시고 다녀올 내장산 추천코스 부탁드립니다~^^ 장애가 있진않지만 무릎이 안좋아서 휠체어를 빌릴수있는 코스이면 좋겠습니다....,작성일2021.10.22,https://kin.naver.com/qna/detail.naver?d1id=9&dirId=90102&docId=403270849&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문제가 앞으로 어찌 될까요?,"4년전 건강검진차 내원한 병원(산부인과)에서 자궁근종 조직세포검사하자고 해서 수면10분여간단하고 바로 일상생활 가능하단 말을듣고 그래도 수면마취수술이라는데 걱정되어 생업을 미루고 낮엔 보훈병원에 아버지를 입원시키고 오후5시로잡힌 병원에 갔다 마취깸과 동시 두통이생겨서""머리!머리!""하다 잠이 들게 되었고 잠시 눈을 떳다가 보호자가 있어야할 공간이 의료진ㆍ보호자ㆍ환자들이 다니는 통로여서,별일 있겠나 하고 집으로귀가ㆍ아침에 오라고 하고선 또 잠들다 뭔가 찜찜하여 일어나 봤더니 산모용생리대를 하고 있는데도 시트까지 온통피범벅이었고 계속 출혈이 심하게 발생하여 당직 간호사가 2번씩 옷을갈아 입히고 시트갈고 변기확인하다 아침녘에 말도없이 휠체어에 태워 아래로 검진기구침대로 올라갔다 내려오고 둘은 머라수군대고,또자다 깼는데 침상을 옮기는것같아 눈을 떳더니,복도 한쪽에 서있는 남편만 잠시봤을뿐 아래위치한수술방에 다시 들어갔으며 5시간여 마취가 되어 시체가 되어버렸고 예정대로면 오전에 퇴원해야 하지만 오후5시경에 병원서 나왔고 ,10분여거리에 있는 자택으로와 쓰러졌고 아침에 일어났다 극심한통증(두번다시겪거나 생각도하기 싫은 무시무시한의두통))이 갑자기 생겨침대위ㆍ바닥서 뒹굴며 울고 몸부림치다,,당시 응급실가야할 상황임에도 모르고 남편은 멘붕이 왔고 병원에 전화를 하니 약국가서 타이레놀을 사다먹으라하여 먹고선 버티다가 도저히 안되어 다시병원으로 갔지만 간단한피검사인가하고 고통을 호소하자 가까운줄알고 소개한 방사선,자차로 30분이상소요되는곳으로 보냈었고,며칠있다도저히 안되어 상급병원에 가야될것같아 의뢰서ㆍ소견서를 써달라고하자,근처 1차병원신경과로 보냈으며 타이레놀로 버티다가 보름여지나 겨우 동네병원서 써주신 의뢰서를 들고,상급병원 신경과로갔다가 다른약처방받고,기록지를 갖고오란말에 며칠뒤에,병원가서받은 기록지외 신경과로보낸 의뢰서와 다제출하라해서 방사선과 갔다온거랑 다제출하고 혈관뇌ct촬영 했는데 교수님 말씀""수술2번 하셨다며요? 기록지엔 수술1번,단순처치로만 되어있네요""남편과 전 먼말인지 그땐 인지가 안되었읍니다.진단서조차 옳게 받질 못하게 되었읍니다.교수님 왈""누가와도 진단서 못끊어줍니다""하셨고 왜 않끊어주냐고 되묻고,시간이지나 왜서 그런지 조금씩 알게 되었고,현재까지 진통제 따위로 버티고 (다른 병원도 한방ㆍ양방)지금은 힘들다는 얘기와 그동안 나를 바라보는 의료진분들 않좋은 시선 (정신과가라고 ㆍㅁㅊㄴ 취급)까지 감내해야 되었고 겨우 4년만에 2차 수술 출혈ㆍ자기결정권침해,이상한기록지까지 증거는 나왔읍니다.제가 살수는 있나요? 온갖후유증이 찾아왔고 겉으론 멀쩡한데 중증이라고,ㅠ몇달전 암수술까지ㅠ,이런상태,제대로된 기록지는 여태 찾지도 못하고ㅠ수사를 하시기는 하시는지,변호사님선임전 검찰가서 일부라도 공개신청부탁했는데 개인정보ㆍ사생활침해하며 거부당한적이 있는데,이젠 제 과거병력을 입증해야 한다며.ㅠ 여태껏 아무런 보호조치나 권리도없이 당해오기만하고 겨우 살고 있는데,우선시 되어야 하는건 뒤로하고,원래 이런 식인지,제가 희망을 갖고 살수는 있을지,전문가인 분들께 의견을 듣고싶습니다. 사람의생명을 다루는 존경받아 마땅한 의료진분들께는 죄송하지만,특이나 이시국에 더욱더 죄송하지만,저도 살아가야할 이유가 있는사람이라,제발 간곡히 부탁드립니다. 앞으로 어떻게 살아가야하는지요. 조언부탁 드려봅니다.",작성일2021.10.21,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70107&docId=403199025&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문휠체어타고 다시니는,장애인 분들을 무슨 단어로 말하나요,작성일2021.10.18,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6100102&docId=402948371&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문전동휠체어....,전동휠체어. 제가 전동 휠ㅊㅔ어를 쓰는데 장애 등급이 안되서 장애인 콜은 무리라 용달이라도 불러서 움직이려고 하는대. 대략 4키로 정도입니다 휠체어랑 사람 같이 운반시 비용은 어느정도로 들까요 또한 어디다 신청 해아야 하나요?,작성일2021.10.15,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=81001&docId=402765378&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문저상버스만든이유 궁금합니다,오늘 있었던일인데요 지방에 갈일이 있어서 애기 하원후 오후7시반경 저상버스를 기다렸어요 한두번도 아니에요 애낳는게 죄인가요? 도대체가 각각의사정이야 본인 사정 이라지만요 오늘은 딱한정거장 가기위해 역으로가야해서 저상버스 기다렸고 기사님에게 양해를 구했어요 죄송한데 애기유모차가 안접혀서그러고 한정거장만 가면 되니 타면 안되겠냐고요 부드럽게 웃으면서 이야기했습니다 그랬더니 기사님 하는말이 이랬습니다 애기는안고 타시고 유모차는 접어야해요~~!! 그래서한마디 했죠 전 분명 안접힌다고 말씀드렸어요 된다는거에요?안된다는거에요? 라고 물어보니 짜증내면서 유모차 그럼잘잡아요 아!!! 일단 타세요 하시더라구요 탄후 물어봤습니다 어떤기사님들은 양해구하면 다들되신다고 하시는데 원래 이런건 타면 안되나봐요? 하니 하는말이 자긴 그런건모르겠고 그런건 들어본적도 없다고 원래는 안된단 식으로 이야기하더라구요 전철시간도있고 용산역까지 1시간20분걸리겠다 화는 내지도않고 인사하고 탔어요 이게 다입니다 근데 정말 무엇을위해 저상버스가있는지 모르겠어요 손님의 편의때문에 만들어 진거라면 맞춰주는게 서비스 아닐까요? 그아저씨 말대로라면 유모차든지 휠체어도 다 접어서 걸어서 타야하는거 아닌가요? 만약 저희아이가 장애가 있던지 다리다쳐도 똑같은 소리 했을까 궁금합니다 여러분 생각은 어떠세요?,작성일2021.10.13,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=60101&docId=402595449&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문배우자가 보행불능 상태로 이동시 수동...,배우자가 보행불능 상태로 이동시 수동 휠체어로 움직이고 있습니다 장애등급을 받고자합니다 의원 병원 종합병원 대학병원 등 이렇게 있는데 어떤 병원에서 장애진단을 받아야 되냐요,작성일2021.10.13,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6100102&docId=402510386&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문휠체어 리브트장착된차,중고장기렌탈 제가 장애1급 아라 뒷좌석휠체어리브트장착된 기아쏘울차량을 장기렌탈을 하고 싶은데 이런차량도 중고장기렌트차가있을까요?이런차량이 렌트가 된다면 월 얼마나 비용이 들까요,작성일2021.10.12,https://kin.naver.com/qna/detail.naver?d1id=2&dirId=20703&docId=402500605&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문제가 고 2인데 아무리  생각해도 의문인점이 있어서요.,"제가 지원반에 다니는 학생인데요, 저희 반에 유일하게 휠체어 타고 다니는, 장애가 뚜렷히 보이는 여자얘가 있는데..., 걔가 유독 조용하고 다른 얘들과 잘 어울리지 못하는 것 같아 요즘따라 신경쓰여서 걔와 1학년을 주로 도와주시는 지도사 쌤과 이야기를 나눠 봤는데....걔가 생각해서 말하는 게 어려워서 다른 얘들과 교류하는 게 어려운 거고, 그래서 걔한테 지속적으로 말 걸어주는쌤들하고만 얘기하는 거래요. 그런데 제가 여기서 의문이 든 점이 있는데....지도사 쌤이 말씀하시길, 지금까지 한 번도 또래 아이들과 교류해본 적이 없다는데....걔하고 몇 번 대화하다 보면 걔가 생각해서 말하는 게 어렵다는 걸 알아차렸을 테고, 설령 그렇지 않더라도 대화를 끊는 게 아닌, 지속적으로 말 걸어줄 수도 있는거 아닌가여???? 지금까지 그 얘의 또래 친구들은 왜 그랬던 걸까여???? (지금 지원반 얘들도 똑같이 걔한테 말을 별로 안 걸어서 신경이 더 쓰이더라구요.) 그게 사람들, 그 나이(초등학생이든 중학생이든)의 일반적인 심리....비슷한 건가요???((정말 그렇다면...정말 이해하기 힘들고 잘못된 심리네요.....)",작성일2021.10.11,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1130&docId=402408268&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,"질문고  2인데, 아무리  생각해봐도  의문인 점이 있어요.","제가 고 2이고 지원반에 다니는 학생인데요, 저희 반에 다른 얘들과 대화하는 게(더 정확히는 생각해서 말하는 게) 어렵다는, 저희 반에서 유일하게 휠체어를 타고 다녀야 하는 장애를 가진 여자얘가 있어요. 그런데 그 얘와 1학년을 주로 도와주시는 지도사 쌤이 계시거든요? 걔가 요즘 왠지 특히 신경쓰여서 그 쌤과 이야기를 몇 번 해봤는데요....아무리 생각해도 이상한 점이 있어요. 그 쌤이 말씀하시길, 걔는 여태까지 또래 얘들과 교류해본 적이 한 번도 없다고 하셨었는데.....몇 번 대화하다 보면 그 아이가 생각해서 말하고 다른 얘들과 자연스럽게 소통하는 게 어렵다는 걸 알아차렸을 테고, 꼭 그렇지 않더라도 소통을 끊는 게 아닌,그냥 지속적으로 말 걸어줄 수도 있는 거 아닌가여????솔직히 저처럼 걔가 특별히 신경 쓰여서 다른 얘들과 친해지도록 만들고 싶다, 뭐 그런 아름다워 보이는 생각을 갖고 있지 않아도 말이죠. (굳이 걔의 예전 또래 친구들뿐만 아니라 지금 저희 지원반 얘들도 그러니까 특히 더 그 점이 신경쓰이더라고요.)지도사 쌤이 하신 말 중에 또 신경쓰이는 게 있었는데......쌤들은 그 아이한테 얘기를 계속 해주시니까 쌤들하고 주로 이야기하는 거라는데.......그럼, 예전의 걔의 또래 친구들은 대체 왜 그랬던 걸까요??? 그게 사람들이나 또래들의 일반적인 심리인가요??????(( 정말 그렇다면, 이해 안 가는 심리네요..... p.s: 심리학 쪽에 질문해볼까,도 생각해봤는데, 역시 표면적으로는 '학교생활' 문제다 보니..... 심리학 쪽 분들도 답해주신다면 감사하겠습니다... (+설마, 선생님들이 챙겨주시니 자기들이 교류 의지 가질 필요 없다고 생각하는 건 아니겠죠..... (++그리고.....그 얘한테 관심 있는 얘가 관심 보이고 지도사 쌤한테 질문하는 게 어제 좀 거슬리기까지 했어요,.,,말은 안 걸어주면서 관심은 왜 적극적으로? 가지는 거지, 하는 생각이 들었달까.....이건 비정상적인 심리인가요...??",작성일2021.10.09,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110407&docId=402177283&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,"질문고 2 학생인데 갑자기 의문 생긴 점이 있어요,","고 2이고 지원반에 다니는 학생인데요......지원반 친구 중에 옛날부터 친구들이랑 대화하는 게(다 정확히는 생각해서 말하는 게) 어렵다는 걸 최근에 알게 된, 저희 반에서 유일하게 휠체어 타고 다녀야 하는 장애를 가진 여자얘가 있어요. 근데, 그 얘가 너무 신경쓰여서 그 얘와 1학년들을 주로 도와주시는 지도사 쌤과 몇 번 이야기를 해 봤는데....얘기하다 보니 좀 이상한 점이 있어서요. 다른 선생님들은 걔를 특히 신경 쓰시고 이따끔씩 챙겨 주시니까 쌤들과 이야기 많이 하는 건 이상한 게 아니에요.근데...지도사 쌤께서 지금까지 단 한 번도 다른 또래 얘들하고 교류해본 적이 없다고 하셨는데, 몇 번 대화하다 보면 걔가 생각해서 대화하는 게 어렵다는 걸 눈치챘을 테고, 설령 그렇지 않더라도....대화 안 된다고 그냥 이야기를 끊는 게 아닌, 그냥 지속적으로 말 걸어줄 수도 있는 거 아닌가여???저처럼 걔가 특별히 신경 쓰여서 다른 얘들하고 친밀하게 만들고 싶다, 뭐 이런 아름다워 보이는 생각을 갖고 있지 않더라도 말이죠.지금까지 그 아이가 만났던 또래 얘들은 왜 그랬던 걸까요????? 걔가 조용한 이유를 몰라서??? 그게 사람들의 일반적인 사람의 심리인가요???? 전 그게 진짜 이해 안 되고 살짝 잘못된 거라고 생각해요. 쌤들하고만 이야기한다고 또래 친구들하고 이야기하는 걸 좋아하는지 싫어하는지도 모르는데...",작성일2021.10.08,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=110407&docId=402138008&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문교통약자택시  승차거부,아버지가 교통약자택시 승차거부 당하셔서 결국은 사설119 이용해서 집에 가셨어요 사설 119비용은 기본이 7만원이 넘었습니다 시각장애1급이시고 거동이 불편하여 휠체어 타고 계셨고 보호자 1인 있었습니다 경주 동국대학병원 앞에서 승차거부 당했습니다 이거 어디에 제보해야되나요,작성일2021.10.06,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=81207&docId=401877400&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문고 2학생인데 아무리 생각해도 의문인 게 생겨서요.,"제가 영 신경쓰이고 궁금한 게 생겨서요...저는 현재 지원반에 다니는 학생인데, 저희 지원반에는 아이들 중 유일하게 휠체어를 타고 다녀야 하는 장애를 가진 여자아이가 있어요......그런데, 걔가 유독 조용하고 다른 얘들도 걔한테 말을 별로 안 거는 것 같아서 영 신경쓰였었거든요. 칭찬해줬는데 답을 안 해준 걸 계기로 그 얘와 1학년들을 주로 도와주시는 지도사 쌤과 그 아이에 대해 이야기를 해봤는데.....걔는 생각해서 말하는 게 어렵고 말과 행동이 일치하지 않아서 얘들과 자연스럽게 대화하는 게 어려운 거래요. 그런데....그건 그렇다 치고, 요즘 얘들이 걔한테 말을 별로 안 거는 게 눈에 띄게 보이기 시작했어요. 다른 얘들은 왜 그러는 걸까요?? 자기들끼리 잡담과 일상적인 얘기 즐겁게 하는 거 보면, 왠지 그게 더 신경쓰여요..... 그 아이가 먼저 말을 건 적이 없으니 자연스레 대화가 끊기는 걸까요..?? 아님 조용한 이유를 몰리서...??? 관심 없는 건 아닌 것 같은데...((거의 맨날 보니 솔직히 그럴 수도 없고....",작성일2021.10.05,https://kin.naver.com/qna/detail.naver?d1id=11&dirId=1130&docId=401798096&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문1가구 2주택 보유중인데 장애인 특별분양 될까요?,"안녕하세요 저의 상황이 좀 특별한(?) 상황이라서 검색을 해봐도 답을 찾을 수 없어서 질문을 드려봅니다. 저는 우선 지제장애1급 중증 장애인입니다. 남성이고 만으로 40살입니다. 장애인이 된지는 만으로 9년 되었습니다. 현재 부산에 아파트 거주중이고 명의는 제명의이고 2015년 12월에 매입했습니다. 현재가 3억 중반정도 거래되고있는 25년된 구축입니다. 제 주소지에 아버지, 어머니가 등본에 올라가 있고 현재 같이 거주중입니다. 저희 아버지는 만73세 국가유공자 이시고, 같은 아파트 옆동 25평형을 소유하고 있습니다. 현재 2억 중반에 거래가 되는거 같습니다. 아버지가 27년전에 국가유공자 특별분양으로 소유하게 되었고 지금은 전세를 주고 있습니다. 어머니는 만66세입니다. 여기까지가 저의 현재 상태입니다. 아파트가 오래되고 지하주차장이 없다보니 장애인 주차구역도 몇개 안되고 비오면 휠체어로 어딜 나가지 못합니다 이제 여기서 질문 드립니다. 1. 신축아파트 분양예정인 아파트가 있으면 장애인 특별공급을 신청해보고자 하는데 현재 1가구 2주택인데 특별공급 자격이 될까요? 2. 아버지와 세대분리 후 1가구 1주택이 되었을때 장애인 특별분양 신청이 가능 할까요? 3. 세대분리 후 바로 장애인 특별공급을 바로 신청할 수 있을까요?(가령, 1가구가 된지 최소 몇개월 이상 경과해야하는 법이 있는지요?) 4. 종합해보면 저의 경우로 봤을때 신규 분양예정아파트에 장애인 특별공급을 해보려고 하면 어떻게 하는게 좋을까요?(제꺼든 아버지꺼든 아파트 매매가 되면 바로 팔생각입니다.)",작성일2021.10.03,https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6100102&docId=401575827&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
2021,2021.01.01. ~ 2021.12.31.,질문청라 음식점 문의,"안녕하세요, 청라에아버지를모시고 내일점심을 먹으려고하는데 저희아버지가 지체장애가있으셔서 휠체어를 타시거든요~ 저번에 먹었을땐 건강밥상심마니란곳에가서먹었는데 뭐 음식도괜찮긴했지만 넓어서 처음들어갈때랑 자리에서도 휠체어에서 내리지않고도 휠체어에앉은상태로 먹을수도있고 넓어서괜찮았거든요~ 청라쪽에 이런식으로 먹을수있는 괜찮은장소가있다면 알려주세요.~~",작성일2021.09.30,https://kin.naver.com/qna/detail.naver?d1id=12&dirId=120409&docId=401358845&qb=7Zyg7LK07Ja0IOyepeyVoA==&enc=utf8
